id,formula,target,Ea (eV),space group,ICSD Entry,formula_preprocessed
1312,Li0.3La0.57TiO3,1.10E-03,,,,Li0.3La0.57TiO3
1313,Li0.39La0.54TiO3,1.02E-03,,,,Li0.39La0.54TiO3
1314,Li0.45La0.52TiO3,9.05E-04,,,,Li0.45La0.52TiO3
1315,LiZr2(PO4)3,4.77E-07,,,,LiZr2(PO4)3
1316,Li1.05Al0.05Zr1.9(PO4)3,5.79E-07,,,,Li1.05Al0.05Zr1.9(PO4)3
1317,Li1.1Al0.1Zr1.8(PO4)3,6.35E-07,,,,Li1.1Al0.1Zr1.8(PO4)3
1318,Li1.2Al0.2Zr1.6(PO4)3,1.90E-06,0.48,,,Li1.2Al0.2Zr1.6(PO4)3
1319,Li1.225Al0.225Zr1.55(PO4)3,2.13E-06,0.48,,,Li1.225Al0.225Zr1.55(PO4)3
1320,Li1.25Al0.25Zr1.5(PO4)3,2.06E-06,0.48,,,Li1.25Al0.25Zr1.5(PO4)3
1321,Li1.275Al0.275Zr1.45(PO4)3,3.05E-06,0.48,,,Li1.275Al0.275Zr1.45(PO4)3
1322,Li1.3Al0.3Zr1.4(PO4)3,1.91E-06,0.48,,,Li1.3Al0.3Zr1.4(PO4)3
1323,LiHf2(PO4)3,3.42E-06,,,,LiHf2(PO4)3
1324,LiHfTi(PO4)3,5.63E-07,,,,LiHfTi(PO4)3
1325,LiO.1Zr1.1Nb0.9P3O12,6.00E-06,,,,LiO.1Zr1.1Nb0.9P3O12
1326,LiTi2(PO4)3,1.04E-07,,,,LiTi2(PO4)3
1327,Li1.1Sc0.1Ti1.9(PO4)3,1.75E-05,,,,Li1.1Sc0.1Ti1.9(PO4)3
1328,Li1.2Sc0.2Ti1.8(PO4)3,4.11E-05,0.34,,,Li1.2Sc0.2Ti1.8(PO4)3
1329,Li1.3Sc0.3Ti1.7(PO4)3,4.06E-05,,,,Li1.3Sc0.3Ti1.7(PO4)3
1330,Li1.4Sc0.4Ti1.6(PO4)3,9.43E-06,,,,Li1.4Sc0.4Ti1.6(PO4)3
1331,Li1.5Sc0.5Ti1.5(PO4)3,5.42E-07,,,,Li1.5Sc0.5Ti1.5(PO4)3
1332,Li1.1Y0.1Ti1.9(PO4)3,2.94E-07,,,,Li1.1Y0.1Ti1.9(PO4)3
1333,Li1.2Y0.2Ti1.8(PO4)3,7.95E-07,,,,Li1.2Y0.2Ti1.8(PO4)3
1334,Li1.3Y0.3Ti1.7(PO4)3,1.01E-06,0.4,,,Li1.3Y0.3Ti1.7(PO4)3
1335,Li1.4Y0.4Ti1.6(PO4)3,2.97E-07,,,,Li1.4Y0.4Ti1.6(PO4)3
1336,LiTi2(PO4)3-0.5LiF,0.000232,0.28,,,Li1.5Ti2.0P3.0O12.0F0.5
1337,LiTi2(PO4)3,7.18E-06,0.48,,,LiTi2(PO4)3
1338,14Li2O-9Al2O3-38TiO2-39P2O5,0.0013,0.33,,,Al18Li28O312P78Ti38
1339,Li6.6La3Zr1.6Ta0.4O12,3.13E-04,0.38,,,Li6.6La3Zr1.6Ta0.4O12
1340,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,3.17E-04,0.35,,,Li6.6La2.875Y0.125Zr1.6Ta0.4O12
1341,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,4.36E-04,0.34,,,Li6.6La2.75Y0.25Zr1.6Ta0.4O12
1342,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,2.26E-04,0.39,,,Li6.6La2.5Y0.5Zr1.6Ta0.4O12
1343,Li2ZrS3,7.30E-06,,,,Li2ZrS3
1344,Li2.2Zn0.1Zr0.9S3,1.20E-04,,,,Li2.2Zn0.1Zr0.9S3
1345,0.7Li2S-0.3P2S5,8.10E-05,0.425,,,Li1.4S2.2P0.6
1346,Li7PS6,1.61E-06,0.16,,,Li7PS6
