id,formula,target,balanced_charge,Ea (eV),space group,ICSD Entry,formula_preprocessed
1111,0.75Li2O-0.25P2S5,1.55E-05,1,,,,Li1.5O0.75P0.5S1.25
1112,0.05Li2S-0.7Li2O-0.25P2S5,1.42E-05,1,,,,Li1.5O0.7P0.5S1.3
1113,0.1Li2S-0.65Li2O-0.25P2S5,2.52E-05,1,,,,Li1.5O0.65P0.5S1.35
1114,0.15Li2S-0.6Li2O-0.25P2S5,2.67E-05,1,,,,Li1.5O0.6P0.5S1.4
1115,0.2Li2S-0.55Li2O-0.25P2S5,2.74E-05,1,,,,Li1.5O0.55P0.5S1.45
1116,0.25Li2S-0.5Li2O-0.25P2S5,3.80E-05,1,,,,Li1.5O0.5P0.5S1.5
1117,0.3Li2S-0.45Li2O-0.25P2S5,5.88E-05,1,,,,Li1.5O0.45P0.5S1.55
1118,0.35Li2S-0.4Li2O-0.25P2S5,1.33E-05,1,,,,Li1.5O0.4P0.5S1.6
1119,0.4Li2S-0.35Li2O-0.25P2S5,2.44E-05,1,,,,Li1.5O0.35P0.5S1.65
1120,0.45Li2S-0.3Li2O-0.25P2S5,2.30E-05,1,,,,Li1.5O0.3P0.5S1.7
1121,0.5Li2S-0.25Li2O-0.25P2S5,9.56E-06,1,,,,Li1.5O0.25P0.5S1.75
1122,0.55Li2S-0.2Li2O-0.25P2S5,7.06E-05,1,,,,Li1.5O0.2P0.5S1.8
1123,0.6Li2S-0.15Li2O-0.25P2S5,9.27E-05,1,,,,Li1.5O0.15P0.5S1.85
1124,0.65Li2S-0.1Li2O-0.25P2S5,0.000115,1,,,,Li1.5O0.1P0.5S1.9
1125,0.7Li2S-0.05Li2O-0.25P2S5,9.76E-05,1,,,,Li1.5O0.05P0.5S1.95
1126,0.75Li2S-0.25P2S5,0.00016,1,,,,Li1.5S2.0P0.5
1127,0.7Li2O-0.3P2S5,5.78E-11,1,,,,Li1.4O0.7P0.6S1.5
1128,0.05Li2S-0.65Li2O-0.3P2S5,1.51E-08,1,,,,Li1.4000000000000001O0.65P0.6S1.55
1129,0.1Li2S-0.6Li2O-0.3P2S5,7.78E-08,1,,,,Li1.4O0.6P0.6S1.6
1130,0.15Li2S-0.55Li2O-0.3P2S5,2.90E-07,1,,,,Li1.4000000000000001O0.55P0.6S1.65
1131,0.2Li2S-0.5Li2O-0.3P2S5,1.67E-05,1,,,,Li1.4O0.5P0.6S1.7
1132,0.25Li2S-0.45Li2O-0.3P2S5,8.64E-07,1,,,,Li1.4O0.45P0.6S1.75
1133,0.3Li2S-0.4Li2O-0.3P2S5,1.62E-06,1,,,,Li1.4O0.4P0.6S1.8
1134,0.35Li2S-0.35Li2O-0.3P2S5,3.68E-06,1,,,,Li1.4O0.35P0.6S1.85
1135,0.4Li2S-0.3Li2O-0.3P2S5,5.86E-06,1,,,,Li1.4O0.3P0.6S1.9
1136,0.45Li2S-0.25Li2O-0.3P2S5,5.10E-06,1,,,,Li1.4O0.25P0.6S1.95
1137,0.5Li2S-0.2Li2O-0.3P2S5,8.33E-06,1,,,,Li1.4O0.2P0.6S2
1138,0.55Li2S-0.15Li2O-0.3P2S5,1.01E-05,1,,,,Li1.4000000000000001O0.15P0.6S2.05
1139,0.6Li2S-0.1Li2O-0.3P2S5,2.29E-05,1,,,,Li1.4O0.1P0.6S2.1
1140,0.65Li2S-0.05Li2O-0.3P2S5,2.48E-05,1,,,,Li1.4000000000000001O0.05P0.6S2.15
1141,0.7Li2S- 0.3P2S5,5.34E-05,1,,,,Li1.4S5.7P2.0
1142,0.9Li3PS4???10ZnO,0.00029,1,,,,Li2.7P0.9S3.6Zn0.1O0.1
1143,0.7Li2S-0.3P2S5,0.00071,1,0.23,,,Li1.4S2.2P0.6
1144,0.7Li2S-0.29P2S5-0.01Li3PO4,0.00183,1,0.19,,,Li1.43O0.04P0.59S2.15
1145,0.7Li2S-0.28P2S5-0.02Li3PO4,0.000989,1,0.21,,,Li1.46O0.08P0.5800000000000001S2.1
1146,0.7Li2S-0.27P2S5-0.03Li3PO4,0.00044,1,0.25,,,Li1.49O0.12P0.5700000000000001S2.05
1147,0.7Li2S-0.25P2S5-0.05Li3PO4,0.000267,1,0.29,,,Li1.5499999999999998O0.2P0.55S1.95
1148,0.7Li2S-0.3P2S5,0.00167,1,0.23,,,Li1.4S2.2P0.6
1149,0.99(0.7Li2S-0.3P2S5)- 0.01Li2ZrO3,0.00286,1,0.18,,,Li1.406S2.193P0.600Zr0.010O0.030
1150,0.98(0.7Li2S-0.3P2S5)- 0.02Li2ZrO3,0.00122,1,0.25,,,Li1.412S2.186P0.600Zr0.020O0.060
1151,0.95(0.7Li2S-0.3P2S5)- 0.05Li2ZrO3,0.000742,1,0.29,,,Li1.430S2.165P0.600Zr0.050O0.150
1152,Li2.7PO3.9,7.00E-08,1,0.68,,,Li2.7PO3.9
1153,Li3.6(Si0.19P0.82)O4.2,2.00E-07,1,0.57,,,Li3.6(Si0.19P0.82)O4.2
1154,Li3.1PO3.8N0.16,2.00E-06,1,0.57,,,Li3.1PO3.8N0.16
1155,Li3.3PO3.8N0.22,2.40E-06,1,0.56,,,Li3.3PO3.8N0.22
1156,Li2.9PO3.3N0.46,3.30E-06,1,0.54,,,Li2.9PO3.3N0.46
1157,Li4.4PO4.3,9.39E-07,1,0.64,,,Li4.4PO4.3
1158,Li4.0PO3.9N0.4,1.70E-06,1,0.62,,,Li4.0PO3.9N0.4
1159,Li3.7PO3.4N0.7,2.36E-06,1,0.6,,,Li3.7PO3.4N0.7
1160,Li3.5PO3.2N0.8,2.59E-06,1,0.59,,,Li3.5PO3.2N0.8
1161,Li3.4PO3.1N0.9,2.81E-06,1,0.58,,,Li3.4PO3.1N0.9
1162,Li3.2PO3.0N,2.99E-06,1,0.57,,,Li3.2PO3.0N
1163,Li2.9PO2.6N0.91,2.10E-06,1,0.52,,,Li2.9PO2.6N0.91
1164,Li1.8PO1.2N1.5,1.70E-06,1,0.49,,,Li1.8PO1.2N1.5
1165,Li3.3PO2.9N0.83,3.10E-06,1,0.47,,,Li3.3PO2.9N0.83
1166,0.45B2S3-0.55Li2S,8.19E-05,1,0.23,,,B0.9S1.9000000000000001Li1.1
1167,0.815(0.45B2S3-0.55Li2S)-0.185LiI,0.000308,1,0.2,,,B0.733S1.650Li1.285I0.185
1168,0.69(0.45B2S3-0.55Li2S)-0.31LiI,0.000758,1,0.23,,,B0.621S1.482Li1.410I0.310
1169,0.33B2S3-0.67Li2S,0.000226,1,0.31,,,B0.66S1.6600000000000001Li1.34
1170,0.95(0.33B2S3-0.67Li2S)-0.05LiI,0.000437,1,0.29,,,B0.627S1.611Li1.390I0.050
1171,0.9(0.33B2S3-0.67Li2S)-0.1LiI,0.000481,1,0.28,,,B0.594S1.561Li1.440I0.100
1172,0.85(0.33B2S3-0.67Li2S)-0.15LiI,0.000492,1,0.28,,,B0.561S1.512Li1.490I0.150
1173,0.75(0.33B2S3-0.67Li2S)-0.25LiI,0.00061,1,0.27,,,B0.495S1.413Li1.590I0.250
1174,0.66(0.33B2S3-0.67Li2S)-0.34LiI,0.000522,1,0.32,,,B0.436S1.323Li1.680I0.340
1175,0.6(0.33B2S3-0.67Li2S)-0.4LiI,0.000489,1,0.35,,,B0.396S1.264Li1.740I0.400
1176,0.29B2S3-0.71Li2S,0.000271,1,0.32,,,B0.58S1.5799999999999998Li1.42
1177,0.95(0.29B2S3-0.71Li2S)-0.05LiI,0.000372,1,0.31,,,B0.551S1.536Li1.470I0.050
1178,0.875(0.29B2S3-0.71Li2S)-0.125LiI,0.000627,1,0.29,,,B0.507S1.471Li1.545I0.125
1179,0.78(0.29B2S3-0.71Li2S)-0.22LiI,0.000656,1,0.29,,,B0.452S1.389Li1.640I0.220
1180,0.64(0.29B2S3-0.71Li2S)-0.36LiI,0.00081,1,0.36,,,B0.371S1.267Li1.780I0.360
1181,0.25B2S3-0.75Li2S,0.000303,1,0.36,,,B0.5S1.5Li1.5
1182,0.92(0.25B2S3-0.75Li2S)-0.08LiI,0.000383,1,0.3,,,B0.460S1.440Li1.580I0.080
1183,0.89(0.25B2S3-0.75Li2S)-0.11LiI,0.000348,1,0.33,,,B0.445S1.417Li1.610I0.110
1184,0.5Li2S-0.5SiS2,4.80E-05,1,,,,Li1.0S1.5Si0.5
1185,0.985(0.5Li2S-0.5SiS2)-0.015Li3PO4,6.28E-05,1,,,,Li1.030S1.492Si0.500P0.015O0.060
1186,0.975(0.5Li2S-0.5SiS2)-0.025Li3PO4,8.76E-05,1,,,,Li1.050S1.488Si0.500P0.025O0.100
1187,0.95(0.5Li2S-0.5SiS2)-0.05Li3PO4,8.68E-05,1,,,,Li1.100S1.475Si0.500P0.050O0.200
1188,0.9(0.5Li2S-0.5SiS2)-0.1Li3PO4,6.76E-05,1,,,,Li1.200S1.450Si0.500P0.100O0.400
1189,0.6Li2S-0.4SiS2,0.000185,1,,,,Li1.2S1.4Si0.4
1190,0.99(0.6Li2S-0.4SiS2)-0.01Li3PO4,0.000253,1,,,,Li1.218S1.394Si0.400P0.010O0.040
1191,0.97(0.6Li2S-0.4SiS2)-0.03Li3PO4,0.000397,1,,,,Li1.254S1.382Si0.400P0.030O0.120
1192,0.95(0.6Li2S-0.4SiS2)-0.05Li3PO4,0.000203,1,,,,Li1.290S1.370Si0.400P0.050O0.200
1193,0.9(0.6Li2S-0.4SiS2)-0.1Li3PO4,5.20E-05,1,,,,Li1.380S1.340Si0.400P0.100O0.400
1194,0.61Li2S-0.39SiS2,0.000524,1,,,,Li1.22S1.3900000000000001Si0.39
1195,0.99(0.61Li2S-0.39SiS2)-0.01Li3PO4,0.000505,1,,,,Li1.238S1.384Si0.390P0.010O0.040
1196,0.985(0.61Li2S-0.39SiS2)-0.015Li3PO4,0.000596,1,,,,Li1.247S1.381Si0.390P0.015O0.060
1197,0.98(0.61Li2S-0.39SiS2)-0.02Li3PO4,0.000769,1,,,,Li1.256S1.378Si0.390P0.020O0.080
1198,0.975(0.61Li2S-0.39SiS2)-0.025Li3PO4,0.000636,1,,,,Li1.264S1.375Si0.390P0.025O0.100
1199,0.97(0.61Li2S-0.39SiS2)-0.03Li3PO4,0.000583,1,,,,Li1.273S1.372Si0.390P0.030O0.120
1200,0.95(0.61Li2S-0.39SiS2)-0.05Li3PO4,0.000468,1,,,,Li1.309S1.360Si0.390P0.050O0.200
1201,0.9(0.61Li2S-0.39SiS2)-0.1Li3PO4,0.000128,1,,,,Li1.398S1.329Si0.390P0.100O0.400
1202,0.99(0.65Li2S-0.35SiS2)-0.01Li3PO4,0.00036,1,,,,Li1.317S1.343Si0.350P0.010O0.040
1203,0.97(0.65Li2S-0.35SiS2)-0.03Li3PO4,0.000262,1,,,,Li1.351S1.330Si0.350P0.030O0.120
1204,0.95(0.65Li2S-0.35SiS2)-0.05Li3PO4,0.000181,1,,,,Li1.385S1.317Si0.350P0.050O0.200
1205,0.9(0.65Li2S-0.35SiS2)-0.1Li3PO4,7.13E-05,1,,,,Li1.470S1.285Si0.350P0.100O0.400
1206,0.7Li2S-0.3P2S5,0.0052,1,,,,Li1.4S2.2P0.6
1207,LiI,3.07E-07,1,,,,LiI
1208,0.998LiI-0.002CaI2,9.80E-07,1,,,,Li0.998I1.002Ca0.002
1209,0.99LiI-0.01CaI2,5.54E-06,1,0.43,,,Li0.99I1.01Ca0.01
1210,LiI,2.74E-08,1,0.43,,,LiI
1211,0.8LiI-0.2Al2O3,6.84E-06,1,0.35,,,Li0.8I0.8Al0.4O0.6000000000000001
1212,0.7LiI-0.3Al2O3,2.07E-05,1,0.33,,,Li0.7I0.7Al0.6O0.8999999999999999
1213,0.6LiI-0.4Al2O3,3.94E-05,1,0.33,,,Li0.6I0.6Al0.8O1.2000000000000002
1214,0.5LiI-0.5Al2O3,2.58E-05,1,0.33,,,Li0.5I0.5Al1.0O1.5
1215,0.4LiI-0.6Al2O3,6.76E-06,1,0.37,,,Li0.4I0.4Al1.2O1.7999999999999998
1216,Li3.5P0.5Si0.5O4,4.27E-07,1,0.57,,,Li3.5P0.5Si0.5O4
1217,Li3.5P0.5Ge0.5O4,7.89E-06,1,0.56,,,Li3.5P0.5Ge0.5O4
1218,Li3.5As0.5Si0.5O4,4.05E-06,1,0.55,,,Li3.5As0.5Si0.5O4
1219,Li3.5V0.5Si0.5O4,1.20E-05,1,0.53,,,Li3.5V0.5Si0.5O4
