ionA ionB gAB
Cr:2+ Ti:3+ 0.9129472465812565
Ce:3+ V:3+ 0.9128139882290086
Cr:2+ Ni:3+ 0.9127863922411047
Tb:3+ U:6+ 0.9125333754690858
Co:4+ Mn:2+ 0.9124147493245789
Te:6+ Ti:3+ 0.9122212279306048
Tm:3+ Zn:2+ 0.9119700404573367
Be:2+ Ga:3+ 0.911705184879811
Er:3+ Ir:6+ 0.9093392403687324
Cd:2+ U:4+ 0.9090505034442852
Cl:5+ I:5+ 0.9089443916767989
Cd:2+ Eu:3+ 0.9086175128855504
Ru:4+ Ti:3+ 0.9085355133101867
Co:2+ Co:4+ 0.9084972008570834
Nb:5+ Th:4+ 0.9081367475494007
Hf:4+ Rb:1+ 0.9080112685577286
Cu:2+ Sc:3+ 0.9079238671132126
Rb:1+ Rh:3+ 0.9078354355423832
B:3+ Lu:3+ 0.9077721184046481
P:5+ Ta:5+ 0.9076209586115833
Cu:3+ Rh:3+ 0.9075527734782453
Ag:2+ Cr:3+ 0.9073787015552501
Cr:3+ Tb:3+ 0.90630181734512
Ru:5+ V:3+ 0.9058921128759664
Am:3+ Cm:3+ 0.905379543154773
Co:4+ Se:6+ 0.9050381924435233
Am:4+ Co:3+ 0.904914076748768
Cu:2+ Fe:3+ 0.9047250226572029
Au:3+ Rh:3+ 0.904105764317216
Pd:3+ Ti:3+ 0.902940772581432
Am:3+ Np:3+ 0.9028671673957865
Nb:5+ Rh:3+ 0.9020074779724924
Ga:3+ Si:4+ 0.9012989056322839
U:6+ Yb:3+ 0.89997901457921
Rh:2+ Ti:3+ 0.8991348251003131
Ni:2+ Y:3+ 0.8983732163833213
Ag:1+ Yb:3+ 0.8982364321328976
Cr:3+ Cu:2+ 0.895856800812511
Mn:3+ Rh:3+ 0.8954162999074046
Bi:5+ Mo:5+ 0.895072700313712
Lu:3+ P:5+ 0.8949964402137132
I:5+ Ti:4+ 0.89459666654474
Ru:4+ W:4+ 0.8933092899913421
Ho:3+ Te:4+ 0.8932927639237841
Ce:3+ Pu:3+ 0.8916296046822917
Cr:3+ Ru:5+ 0.8913400854902163
Pb:4+ Rh:5+ 0.8910722762409359
Br:5+ Ge:2+ 0.8910117249490056
Nb:5+ Sm:3+ 0.8909377639816881
Yb:3+ Zr:3+ 0.8906077750675893
Ca:2+ Rb:1+ 0.8899490314429404
Li:1+ Pr:3+ 0.8897014750008819
K:1+ Lu:3+ 0.8889489401702925
In:3+ Sm:3+ 0.8883085719620053
Fe:2+ Mn:3+ 0.8882166729823257
Hg:2+ Nb:5+ 0.8881149892961343
Nb:5+ U:5+ 0.8881098488059666
Co:3+ I:5+ 0.8879358294346501
Pd:2+ U:5+ 0.8879071223028719
O:2- Se:2- 0.8878478564391623
Cu:3+ Ti:3+ 0.887366318666109
Bi:3+ Sb:5+ 0.8861069874857316
Ag:1+ N:3- 0.8857464638889748
Sc:2+ Ti:2+ 0.885099460896868
Ca:2+ Yb:2+ 0.8850792602700598
Tl:3+ U:4+ 0.8847983587949868
Ca:2+ Te:4+ 0.8844680632153273
Ca:2+ Sn:2+ 0.8839625906798106
Th:4+ Yb:2+ 0.88375943318194
Hf:4+ Ni:4+ 0.8836727475995267
Al:3+ Er:3+ 0.8836157052086923
Pd:2+ Pr:4+ 0.8834754154882051
Os:5+ Re:5+ 0.8826235009110573
Bi:3+ Nd:3+ 0.8821466595598554
Al:3+ Bi:3+ 0.8817939220282476
Ga:3+ Ru:4+ 0.8816531385186968
Dy:3+ Mg:2+ 0.8815839543218135
In:3+ Os:7+ 0.8809739512906385
Ni:3+ Pb:2+ 0.8803907565143909
Cd:2+ Sm:3+ 0.8798085224867638
Mn:6+ Ru:6+ 0.8794471258314251
I:5+ Mn:3+ 0.8787335536016039
Bi:3+ I:7+ 0.8785636774676788
Cu:3+ Er:3+ 0.8780500779115372
Pb:4+ Po:4+ 0.8771238919179363
S:6+ W:6+ 0.8769087872434909
Bi:3+ Er:3+ 0.8749863215464472
Na:1+ Se:4+ 0.8732756871253176
Np:4+ Sn:4+ 0.8732715293916721
Cr:2+ Cr:3+ 0.8730152250731152
Pb:4+ V:2+ 0.8727220839127421
Ca:2+ Ta:5+ 0.8726907583821777
Mn:4+ Tb:4+ 0.8725907339022594
Fe:2+ Fe:4+ 0.8725651663999469
As:3+ Li:1+ 0.8719584102245661
Eu:3+ Fe:3+ 0.8718546567122891
Ag:3+ Pd:2+ 0.87182101685863
Cd:2+ Yb:3+ 0.8715030274899902
Nb:4+ Ti:4+ 0.870608497413448
Bi:3+ Pr:3+ 0.8705049518772676
Cu:2+ Fe:4+ 0.8704401437770304
N:3- Tl:1+ 0.8701440448155793
Cu:1+ Mn:2+ 0.8697685901275098
Ag:2+ Al:3+ 0.869485684583161
Cs:1+ Li:1+ 0.8694600295419841
Er:3+ Mg:2+ 0.8692727273780064
Mn:4+ Pr:4+ 0.8690632195579276
Mn:3+ Pd:3+ 0.8683294982070356
Mn:4+ U:4+ 0.8670173997856256
Pr:3+ Zr:4+ 0.8653302957870473
Mn:3+ Rh:2+ 0.8646694392454337
Li:1+ Ta:5+ 0.8646344172424311
Tb:4+ U:4+ 0.863923596518152
Ca:2+ Ti:3+ 0.8634910491450332
Ga:3+ Nb:4+ 0.8631544116107439
Ba:2+ Eu:2+ 0.86169841162779
Bi:3+ Tl:1+ 0.8615352518127793
Co:4+ Mn:4+ 0.8593336855414405
Cd:2+ Y:3+ 0.8591015213548349
Gd:3+ N:3- 0.8590612005807055
Pd:2+ Ru:4+ 0.8587505050548783
Ce:4+ Sm:3+ 0.8583535032495738
Cu:1+ Li:1+ 0.8576205843970185
Gd:3+ Nb:5+ 0.857049984064162
Ag:3+ Bi:3+ 0.8566775319208187
Ag:1+ Nd:3+ 0.8563848733524476
Fe:2+ Y:3+ 0.8551461848583797
Mo:5+ Nb:5+ 0.8546178100304055
Ho:3+ U:6+ 0.8544304200926504
Mg:2+ Sm:3+ 0.8544246941657915
Bi:5+ Te:6+ 0.8537469721134383
Cr:6+ Lu:3+ 0.8537131954416032
Ag:2+ U:6+ 0.8534880776465114
Yb:3+ Zn:2+ 0.8533004186902853
Re:6+ Tb:3+ 0.8532528957428861
Pd:2+ Sn:2+ 0.852903401008064
Co:2+ Mn:4+ 0.8528922787588988
Cd:2+ Tm:3+ 0.8515811532476071
Nd:3+ Ni:3+ 0.8506172267257529
Er:3+ V:5+ 0.8500800541360951
Fe:4+ U:5+ 0.849602509661965
Na:1+ Sr:2+ 0.8490196894124195
Fe:4+ Tb:4+ 0.8489376067081309
Sc:3+ Ti:4+ 0.8482459244083256
In:3+ P:5+ 0.848082957673703
Pd:4+ Tc:4+ 0.8480316470685865
Co:2+ Se:4+ 0.8474792799593104
Al:3+ Dy:3+ 0.8469871866324661
Ir:6+ Sc:3+ 0.8468546944123452
Dy:3+ Te:4+ 0.846820348569868
Si:4+ V:4+ 0.8464119971037364
Rh:4+ Ta:5+ 0.8463241797837849
Na:1+ Nb:5+ 0.8462515440131193
Nb:5+ Zn:2+ 0.8457739981328435
Fe:4+ Pr:4+ 0.8453619881735671
Br:3+ Cl:3+ 0.8452730314596605
Cd:2+ Tl:3+ 0.8452645785546016
Rh:4+ Y:3+ 0.8449646130161272
Se:6+ Te:6+ 0.8445570060518188
Li:1+ Y:3+ 0.8437489936885287
Al:3+ Sb:5+ 0.8430056738050649
Ce:4+ N:5+ 0.8428831945390582
Fe:4+ Ru:4+ 0.8425743356505451
Mn:4+ Zn:2+ 0.8422739318723467
Ag:1+ Rb:1+ 0.8421589224546917
Ru:4+ Tb:4+ 0.8417147064345953
Dy:3+ Zr:4+ 0.8415238924846768
Ni:2+ Pb:4+ 0.841073321366178
I:7+ Ni:4+ 0.8408369635377765
Co:4+ Ta:4+ 0.8404009223467164
Nb:4+ Zn:2+ 0.8403220997473678
Mn:4+ Yb:2+ 0.840049786156354
Fe:3+ Nb:5+ 0.8392505985590099
Cd:2+ Tb:4+ 0.8392211405882942
Ag:1+ Sc:3+ 0.8390879471664338
Pr:4+ Ru:4+ 0.8383120107773712
N:5+ Ti:3+ 0.8380297436608172
Ta:3+ Ti:4+ 0.8380213066200543
Fe:2+ Sn:2+ 0.8378714090536815
Bi:3+ Sn:2+ 0.8372910334523276
Al:3+ I:5+ 0.8370420530118073
Nb:5+ Pr:3+ 0.8362865485635358
Er:3+ N:3- 0.8362779602616865
Cr:4+ Hg:2+ 0.8361410472076879
Ta:5+ Tb:4+ 0.8355034794344063
Hf:4+ Pb:2+ 0.8354141227039181
Tm:2+ U:6+ 0.8345911281037023
Cl:5+ N:5+ 0.8336253413595159
Al:3+ Ta:5+ 0.8324533905655753
Ta:5+ Ti:3+ 0.830463983843408
Ir:5+ Na:1+ 0.8298026070348531
Cr:5+ Eu:3+ 0.8281272358070384
I:7+ V:5+ 0.8281185015682272
N:3- Yb:3+ 0.8279986657127307
Cr:5+ Ge:4+ 0.8266586148398225
In:3+ Si:4+ 0.826507972201341
Cd:2+ Co:4+ 0.8264710679437607
Dy:2+ Pr:4+ 0.8262956714906208
Tb:3+ Zn:2+ 0.8259718482681138
Co:2+ Yb:3+ 0.8249973997190694
Ce:4+ Hg:2+ 0.8244489920231565
Ni:2+ Os:7+ 0.8241731738919658
Mn:2+ U:4+ 0.8228747455255695
Cr:3+ K:1+ 0.8228407373601998
Cs:1+ Tl:3+ 0.8223298057725359
In:3+ Se:4+ 0.8218742252962098
Al:3+ S:6+ 0.8217460385705536
Fe:2+ K:1+ 0.8214466299006686
Ir:6+ Nb:5+ 0.8209565863366941
Sm:3+ Te:4+ 0.8207813081764485
Cr:3+ Sn:4+ 0.8201387605626344
Ir:5+ Sc:3+ 0.819859531958721
Sn:4+ U:6+ 0.8196550856308492
La:3+ Pb:2+ 0.8195456247103805
Ga:3+ Mn:7+ 0.8185349773804502
Au:1+ Cd:2+ 0.8183896946451958
Cs:1+ Yb:3+ 0.8183042309461016
Bi:3+ Mo:6+ 0.8180053458948306
Ni:3+ Zn:2+ 0.8169682450544801
As:3+ Gd:3+ 0.8163911377292563
Sr:2+ Tl:3+ 0.8160769870058145
Cd:2+ Th:4+ 0.8160258966894861
Sn:2+ U:5+ 0.8156912414112675
Li:1+ Ti:4+ 0.8152155612584674
Fe:3+ S:6+ 0.8149685247889634
Al:3+ W:6+ 0.8149371239439114
Fe:2+ Si:4+ 0.8147163495800407
La:3+ Ru:5+ 0.8144658987575792
Co:3+ Zn:2+ 0.8142337365430882
Mn:2+ Si:4+ 0.8136741914249757
Ag:1+ Gd:3+ 0.812391968836868
Co:3+ Li:1+ 0.8123067843490542
Bi:3+ La:3+ 0.8122575914307599
Pt:2+ Ti:4+ 0.812210603112458
Pr:4+ Sn:2+ 0.8117579643886055
Bi:3+ Dy:3+ 0.8109266246013408
Ag:2+ Fe:4+ 0.8109090573833835
Nd:3+ Rh:3+ 0.8107488095397285
Ag:2+ Tb:4+ 0.8099893903411095
Ru:4+ Sn:2+ 0.8093028425729573
Er:3+ Ir:5+ 0.8092373999675656
B:3+ Mn:7+ 0.808899364102909
Ca:2+ Ni:3+ 0.8084487789727985
Ag:3+ K:1+ 0.8084115185386888
Fe:3+ Te:4+ 0.8077482798388693
Eu:3+ Th:4+ 0.8076100681846701
Hg:2+ Nd:3+ 0.8074614333813931
Ce:4+ Ho:3+ 0.80738343513657
Na:1+ U:5+ 0.8066428160517145
Ag:2+ Pr:4+ 0.8065778168002293
Cl:7+ Fe:3+ 0.8053567778775539
I:1- Tl:1+ 0.8043087476951362
Nd:3+ Ni:2+ 0.8026938641750992
Ni:4+ Rh:4+ 0.8024900180039046
Te:4+ U:4+ 0.8023035742332302
Cr:2+ Mn:4+ 0.802073268127238
Bi:5+ Ti:3+ 0.8019273019100139
Ir:4+ Na:1+ 0.8016923082521991
Nd:3+ V:3+ 0.7995916132546939
Ho:3+ Mn:2+ 0.799511014641739
Cs:1+ Dy:3+ 0.7995003837558041
Cr:6+ Dy:2+ 0.7987211825263462
Na:1+ Pt:4+ 0.7985748829018874
Bi:5+ Sm:3+ 0.79833998780135
Sm:2+ U:5+ 0.7982003904628219
Cu:3+ U:6+ 0.7981563124352806
As:5+ Y:3+ 0.7978415200548342
Ca:2+ Tl:1+ 0.7971261899820834
Ag:1+ Tc:7+ 0.7952706023425045
Au:3+ U:6+ 0.7951248059473951
Dy:2+ Zr:4+ 0.7947344187496665
Rb:1+ Tm:3+ 0.7929887181969292
Ga:3+ Zn:2+ 0.7925187531931204
Tm:2+ U:5+ 0.7924745764126405
Ag:3+ Na:1+ 0.7923886289572304
Am:3+ La:3+ 0.7911555018347665
Na:1+ Ti:4+ 0.7891334348609312
Mo:4+ Tb:4+ 0.7890072632509227
Ge:4+ Mo:6+ 0.7889067483172166
Cr:3+ Nd:3+ 0.7887756553847385
Rh:3+ U:6+ 0.7886156273756167
Sb:3+ Tl:1+ 0.7880719755231892
Gd:3+ Mo:6+ 0.7860896596923922
Co:3+ W:6+ 0.7852492051447737
Co:2+ Os:7+ 0.7845921872168452
As:5+ Se:6+ 0.783867247797895
Cd:2+ Tm:2+ 0.783789767665587
As:5+ Ti:4+ 0.7837840236765659
Pd:2+ Rh:3+ 0.7828318461341232
Ho:3+ Pb:2+ 0.7827457463515979
Ca:2+ Os:7+ 0.7819146687090042
Mn:4+ Tc:4+ 0.7816777368268273
Co:3+ Ge:4+ 0.7815664670970451
Mo:6+ Si:4+ 0.7812557649779397
Se:2- U:4+ 0.7807400481992595
Co:3+ Mo:6+ 0.7805192693723817
Mo:4+ Se:4+ 0.7804274428321072
Ag:2+ Yb:2+ 0.7797829929983888
Ni:2+ Ta:4+ 0.7794302549436708
Fe:4+ Ru:3+ 0.7793780616230521
Cr:3+ Pr:3+ 0.7784673609515256
Ge:4+ Sn:2+ 0.778156742592244
Fe:3+ Ir:6+ 0.7781224118969631
Pd:2+ V:4+ 0.777356531491594
Co:4+ Mo:4+ 0.7772843089747886
Cu:2+ Cu:3+ 0.7766636216163941
Hf:4+ U:6+ 0.7766600223161593
I:5+ Pr:4+ 0.7766212828094949
Cr:2+ Pr:4+ 0.776031785919055
U:3+ Yb:3+ 0.7755752218434121
Tl:3+ Zn:2+ 0.775059675039431
Dy:2+ Tm:2+ 0.7748504301183075
Nb:5+ V:2+ 0.7748377512010645
Fe:4+ Ni:3+ 0.774777843057893
Hg:2+ Pr:3+ 0.7737605186696138
Nb:4+ U:4+ 0.7735175972043674
Fe:3+ I:5+ 0.7734560220174218
Sc:3+ Tl:1+ 0.773319694916946
Mg:2+ Te:6+ 0.7728080332596705
Cr:4+ Np:4+ 0.7723277091765631
Al:3+ P:5+ 0.7715025553671274
Ni:2+ Pr:4+ 0.77124413352
Co:3+ Tl:1+ 0.76983263223173
Np:4+ Po:4+ 0.7698182791523221
Co:3+ Th:4+ 0.7697241919998904
Co:4+ Cr:2+ 0.7673437785462249
Pd:3+ Pr:4+ 0.7671653387221072
Bi:5+ Hg:2+ 0.7668059788220228
Sm:2+ Sn:2+ 0.7667178187800263
Fe:2+ Ti:2+ 0.7666211521349996
Be:2+ Cr:4+ 0.7659912736657963
Np:4+ V:2+ 0.7659549796858033
Pu:4+ Ru:4+ 0.7658411754613788
Mn:2+ Ta:4+ 0.7651355939142259
Sm:2+ Zr:4+ 0.7642158920609985
Cd:2+ Pr:3+ 0.7641698155307045
In:3+ Ru:5+ 0.7639832718520542
Nb:4+ Ta:4+ 0.7639424723698135
Sb:5+ Sc:3+ 0.7637612668561155
Np:4+ Re:4+ 0.7636367380568665
Hg:2+ S:6+ 0.7632994136272457
Fe:5+ Nb:5+ 0.7629674406526156
Ba:2+ Ga:3+ 0.7628037062197998
Er:3+ U:6+ 0.7627428496866998
Mo:3+ Pr:3+ 0.7623215061896106
Dy:2+ Ru:3+ 0.7617999481680678
Rh:2+ Ru:4+ 0.7617507055241778
Ir:4+ Ni:4+ 0.7616920027096756
Am:3+ Np:4+ 0.761585172023232
Mo:6+ Sm:3+ 0.7614741235183518
Fe:4+ Mn:2+ 0.7611651526478335
Mo:3+ W:6+ 0.7610453228420307
Mn:2+ U:5+ 0.7608973829939606
Ag:3+ Ni:3+ 0.7606896716693033
Pu:4+ Ta:5+ 0.7601898385529013
Cr:3+ Gd:3+ 0.7593865910900514
Cr:6+ Y:3+ 0.7591225871467357
Nb:4+ Tb:4+ 0.7589872782086731
Ir:6+ Li:1+ 0.7585486210881441
Co:2+ Er:3+ 0.7581511239393934
Hg:2+ Th:4+ 0.7571838365794921
Cr:3+ Nb:5+ 0.7571670278756494
N:3- Sm:3+ 0.7568715074036173
Th:4+ Tm:3+ 0.7566841499628699
Mo:3+ Mo:6+ 0.7564931020950177
N:3- Nd:3+ 0.7562493238944006
Nb:4+ Pr:4+ 0.7559190144659751
Er:3+ Mn:3+ 0.7558467628605757
P:5+ Zr:4+ 0.7558219430475471
Eu:3+ Mo:6+ 0.7553416193190524
Bi:3+ Cr:3+ 0.7549896235599558
Sb:5+ Y:3+ 0.7548105724884111
Cu:2+ Pb:4+ 0.7540158097427644
Nb:4+ Ru:4+ 0.7536327747927044
Fe:3+ Ir:5+ 0.7534408766039559
Li:1+ Te:6+ 0.753270168104654
Dy:3+ Ni:2+ 0.7529664359764389
Mn:4+ Ti:3+ 0.7529136077230405
Ni:3+ Ti:4+ 0.7527487790878816
In:3+ Zr:3+ 0.7526279588777048
La:3+ Re:5+ 0.7525647939005427
In:3+ Nd:3+ 0.7519635026778864
N:3- Tl:3+ 0.7518823732401249
Cr:4+ Ta:4+ 0.7513225764331178
Ir:4+ Re:4+ 0.7511141906580538
Re:6+ U:5+ 0.750906232610616
Mo:5+ Te:6+ 0.7501510016208134
Ce:4+ U:4+ 0.7497613675868788
Cr:3+ Yb:2+ 0.7497109966642805
Os:4+ Ta:4+ 0.7496017175246409
Be:2+ Mn:6+ 0.74893922990603
Ir:4+ Pb:4+ 0.7486629329528159
Au:3+ Fe:3+ 0.7485124882418492
Pb:2+ Tb:4+ 0.7485037467656411
Ru:3+ Sn:2+ 0.7482697513063562
Co:4+ Tc:4+ 0.7478313665566606
Am:3+ Pr:3+ 0.7473446551128747
Cd:2+ Li:1+ 0.7470570199683361
Ce:4+ Pr:3+ 0.7467895088847909
N:3- Pr:3+ 0.746583331379583
Pr:3+ Rh:3+ 0.7460334226751966
Mo:5+ Ni:3+ 0.7452974551264548
Ti:3+ U:4+ 0.7449969941664423
Ni:3+ Yb:2+ 0.7449119992416326
Ag:1+ Pr:3+ 0.7439233596976501
Ag:2+ Ru:3+ 0.7437475782273396
Ge:4+ Te:6+ 0.7435512299564304
U:5+ W:6+ 0.7433597790938641
Tb:4+ V:4+ 0.7427323851284892
Ga:3+ Pd:2+ 0.7427049189290579
U:5+ Y:3+ 0.7426773479472122
Tb:4+ W:6+ 0.7426517606736548
I:5+ Te:4+ 0.7424149466217796
Br:1- K:1+ 0.7423065589929727
As:5+ U:5+ 0.7421222893654176
Pd:3+ Yb:2+ 0.7416798125276406
Sn:2+ Tl:1+ 0.7416669634462453
Tb:3+ Yb:2+ 0.7415677706944338
Mn:3+ U:6+ 0.7415180406071195
Fe:4+ V:2+ 0.7412491618691419
Cr:4+ Ru:4+ 0.7408467684123405
Pb:4+ Ta:4+ 0.7405472983315374
Ag:2+ Ni:2+ 0.7395825875483533
Mo:4+ Pa:4+ 0.7391143144820728
Ba:2+ Th:4+ 0.7389642854658972
Ni:3+ Tl:1+ 0.7388898716986372
Rh:2+ Yb:2+ 0.7385535893023716
Dy:3+ Sr:2+ 0.7384062677574089
Te:6+ Yb:3+ 0.7383786560528699
Ag:1+ La:3+ 0.7381684800622685
Pr:4+ V:2+ 0.7373047357947209
Co:4+ Ni:4+ 0.7372935482095736
Fe:3+ V:4+ 0.7370854434299371
Ag:1+ Cs:1+ 0.7366562728706169
Tm:3+ U:6+ 0.7365896175871844
In:1+ K:1+ 0.7365853575913811
Cs:1+ Eu:2+ 0.7365368635897256
Co:2+ Pr:4+ 0.7344363795302833
Hf:4+ Pr:4+ 0.7339798012433544
Mn:3+ Mo:3+ 0.7336959742678107
Cu:3+ Li:1+ 0.7325234107435978
Co:4+ V:4+ 0.7316969762091972
Sr:2+ Yb:3+ 0.7314006153956008
Cu:3+ U:3+ 0.7308615095422897
Mn:2+ Tb:3+ 0.7306164998827024
Mo:4+ W:5+ 0.7301262718248491
Fe:3+ Pb:4+ 0.7299070914404063
Ta:5+ V:2+ 0.729635897271251
I:7+ Sr:2+ 0.7289503232172079
Cd:2+ Ce:4+ 0.7285300635576117
Mn:2+ Y:3+ 0.7283563681206557
Ag:1+ Zr:4+ 0.7282826222314539
Ca:2+ Nb:4+ 0.7281687114973505
B:3+ In:3+ 0.7277525552493662
Dy:3+ Hf:4+ 0.7276689413186583
Rh:3+ Y:3+ 0.7269709122856536
Ca:2+ Cu:3+ 0.7266041172997915
N:3- Th:4+ 0.7258914564951513
Ca:2+ Rh:4+ 0.7256317450491216
As:5+ Dy:2+ 0.7255163675084906
Ag:2+ Nb:4+ 0.7251041024662443
Mo:6+ Ti:4+ 0.7248425919375258
Co:4+ Pb:4+ 0.7246818245250247
I:5+ La:3+ 0.7243701019002389
Re:6+ U:3+ 0.723932264073658
Nb:5+ Ti:3+ 0.7236771565522803
Ag:2+ Ti:4+ 0.7236164759768052
Ga:3+ Yb:2+ 0.7226933755704669
Ru:5+ Tl:1+ 0.7226839668870666
Mo:5+ Re:6+ 0.7224510822704221
Ag:3+ Br:3+ 0.7218454322561813
Br:1- O:2- 0.7210031235259506
Re:5+ Si:4+ 0.7208951284570105
Br:1- Ga:3+ 0.7207746259741044
Ir:6+ Te:6+ 0.7207197659663046
Pb:2+ Yb:2+ 0.7205902927662047
Co:3+ Er:3+ 0.7202068122207235
Ce:4+ Dy:2+ 0.720098550951619
Cr:6+ Eu:3+ 0.7187433953243154
Cr:4+ Cr:6+ 0.718615258884466
Ce:4+ In:3+ 0.7183125425767145
Fe:4+ Hg:2+ 0.7181025545793223
Lu:3+ Zr:3+ 0.7177449690104697
Bi:3+ Tb:3+ 0.717183521417733
Ag:2+ Ga:3+ 0.7171827808173213
Fe:2+ Tb:3+ 0.7167769352918203
Ir:6+ Ni:2+ 0.7167416387930964
Ag:3+ Co:3+ 0.7167217776617821
I:5+ Ru:3+ 0.7158739777708002
Cr:2+ Ru:3+ 0.7155810008443197
Cr:4+ Zr:4+ 0.7150283385095385
Ag:2+ Pb:2+ 0.7148819525249687
Mo:5+ Y:3+ 0.7147462744779305
Cd:2+ Er:3+ 0.7144927440866449
Ag:1+ Th:4+ 0.7142904503741272
Cu:2+ Pd:4+ 0.7142616450732124
Tm:3+ U:3+ 0.7140810267337006
As:5+ Yb:2+ 0.7137663347687374
Tl:3+ U:6+ 0.713553057281068
Nb:5+ Pt:4+ 0.7134199366563897
Re:7+ V:5+ 0.713284616676839
Sm:2+ Ti:4+ 0.7127182237062629
Mo:5+ Tm:3+ 0.712528078734108
N:5+ Pr:4+ 0.7120392066679287
Dy:3+ Os:7+ 0.7118717568740063
Hg:2+ Ir:4+ 0.7116793486871207
Sn:2+ V:2+ 0.7116556223526309
Ti:3+ W:6+ 0.7113653062340398
Hf:4+ U:3+ 0.7111705203438848
Nd:3+ Pu:3+ 0.7110924118947887
Hg:2+ La:3+ 0.7107185434154352
Eu:3+ Te:4+ 0.7103576911134836
Am:3+ Ce:3+ 0.709878159244611
Ce:3+ Ce:4+ 0.7098248487268101
Ag:1+ Rh:3+ 0.7097730798009451
Ag:2+ V:4+ 0.7096955082778524
Co:4+ S:6+ 0.7094587350929409
K:1+ Ni:2+ 0.7094089285808469
Ge:4+ V:4+ 0.7092306416686275
Al:3+ Mo:6+ 0.7090824878443426
Ag:3+ Os:7+ 0.7088881636569534
Am:3+ Yb:2+ 0.7084894681848884
Lu:3+ Ti:4+ 0.7081350201007816
Pu:4+ Ru:3+ 0.7080857199027982
Fe:2+ Zr:4+ 0.7079061569297121
Te:4+ V:4+ 0.7075897814972095
Ce:4+ Sn:2+ 0.7075424558681257
Dy:3+ Mn:2+ 0.7073442809789559
Pd:3+ Ru:3+ 0.7072849773260289
Tl:1+ Yb:3+ 0.7061589376334148
Cu:3+ Eu:3+ 0.7051778313048942
Ge:4+ Re:4+ 0.7047378191536843
Rh:2+ Ru:3+ 0.7043037303166693
Re:7+ Zn:2+ 0.7041878660291289
Bi:3+ Bi:5+ 0.7035794726365608
Dy:3+ Fe:2+ 0.7031164275776359
Np:4+ W:4+ 0.7029150254659003
As:3+ Ce:3+ 0.7019822608056975
Ce:4+ Mo:6+ 0.7011822140064523
Cs:1+ Na:1+ 0.7011523656762222
Ag:1+ Sm:3+ 0.7010956165706955
Cu:3+ Ir:6+ 0.7008765287383909
Nb:5+ Rh:4+ 0.700295572768441
Ag:1+ Sb:3+ 0.6999902525382627
U:6+ V:3+ 0.6998023058259956
Pb:2+ Tm:2+ 0.6990643459756122
Ga:3+ P:5+ 0.6985507605510349
Li:1+ Nb:5+ 0.6984990326934853
Au:3+ Ir:6+ 0.6980888368308658
Mn:2+ Ru:3+ 0.6980049148958329
Ho:3+ Ta:5+ 0.697987524176385
Cr:2+ Nb:4+ 0.6976435749825263
Nd:2+ Sm:2+ 0.6975877378092037
Nb:4+ Ru:3+ 0.6969164742211448
Ge:2+ Ti:4+ 0.6968100032122413
Ca:2+ In:3+ 0.6956584992322418
F:1- I:1- 0.6949303856037412
Cr:4+ Mo:4+ 0.6947639945616702
Mg:2+ Tl:3+ 0.6946414154929317
Mo:5+ Os:7+ 0.6943149657976566
Am:4+ V:2+ 0.6938634878638669
Tm:2+ V:4+ 0.6937921230264851
Pa:4+ V:2+ 0.6933529161145214
Mo:4+ Os:4+ 0.6932835961651689
In:1+ Yb:3+ 0.6931731514757729
Cu:3+ Re:7+ 0.6928964911440085
Cd:2+ Gd:3+ 0.6926216992906549
Sn:2+ V:3+ 0.6924164017651402
Am:3+ Sm:2+ 0.6922910889987473
La:3+ Rh:3+ 0.6917166971839521
Cd:2+ Tb:3+ 0.6911565498203225
Fe:3+ Fe:4+ 0.6909217077538434
Fe:3+ U:5+ 0.6906786489828328
Pu:3+ Zr:4+ 0.6902643862004647
Ag:1+ Pd:2+ 0.6902221716663157
As:3+ Yb:3+ 0.6900517209917475
Er:3+ Fe:2+ 0.68938656941585
Ga:3+ Ru:3+ 0.6892961922838275
Au:3+ Ni:3+ 0.6886817807768908
Cu:3+ Tb:3+ 0.6884131316959301
Cu:3+ Zn:2+ 0.6880721411840771
Li:1+ Pd:2+ 0.6871416796466279
Ce:3+ P:5+ 0.6871344202303894
Tl:1+ V:3+ 0.6870195612634041
Ni:2+ Pb:2+ 0.6863193309857168
Re:6+ Re:7+ 0.6862311102066875
Hf:4+ Mo:4+ 0.686164142673434
Cr:2+ Ti:2+ 0.6854697819010094
Nb:5+ Rb:1+ 0.685353002655161
Si:4+ Tm:3+ 0.6852624624267359
N:5+ Zr:4+ 0.685054436568279
Sb:3+ Sb:5+ 0.6845598983551273
Ir:6+ Tm:3+ 0.6844634084630006
Bi:3+ W:6+ 0.6841607946840228
K:1+ Zn:2+ 0.6836335140411015
Bk:3+ Os:7+ 0.6836185762799574
Mn:3+ Te:6+ 0.6835308717822769
Cr:2+ V:4+ 0.6828185220025713
Re:6+ Tl:1+ 0.6826315055387755
Cr:3+ V:4+ 0.6824424110498791
Co:2+ Ir:6+ 0.6823084613730737
Ho:3+ Zn:2+ 0.6820038492636671
Al:3+ Ir:4+ 0.6819991954957341
Ca:2+ Ga:3+ 0.6818749384339124
Ga:3+ Tl:1+ 0.6816407972714447
Re:6+ Zn:2+ 0.6812610258206894
As:5+ Y:2+ 0.6811977201275508
Ce:4+ Ir:6+ 0.680884900693673
Te:6+ V:2+ 0.6800210902202355
